shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
MANDAI_TO_KHATIB,1.409,103.77973,97
MANDAI_TO_KHATIB,1.40911,103.77966,98
MANDAI_TO_KHATIB,1.40918,103.77961,99
MANDAI_TO_KHATIB,1.40925,103.77954,100
MANDAI_TO_KHATIB,1.40937,103.77941,101
MANDAI_TO_KHATIB,1.40948,103.7793,102
MANDAI_TO_KHATIB,1.40961,103.77918,103
MANDAI_TO_KHATIB,1.40968,103.77911,104
MANDAI_TO_KHATIB,1.40979,103.77901,105
MANDAI_TO_KHATIB,1.40985,103.77896,106
MANDAI_TO_KHATIB,1.4099,103.77892,107
MANDAI_TO_KHATIB,1.40998,103.77887,108
MANDAI_TO_KHATIB,1.40998,103.77886,109
MANDAI_TO_KHATIB,1.41013,103.77876,110
MANDAI_TO_KHATIB,1.41029,103.77866,111
MANDAI_TO_KHATIB,1.41041,103.77864,112
MANDAI_TO_KHATIB,1.41053,103.77863,113
MANDAI_TO_KHATIB,1.4107,103.77864,114
MANDAI_TO_KHATIB,1.41082,103.77864,115
MANDAI_TO_KHATIB,1.41081,103.77889,116
MANDAI_TO_KHATIB,1.41079,103.77918,117
MANDAI_TO_KHATIB,1.41078,103.7794,118
MANDAI_TO_KHATIB,1.41078,103.77954,119
MANDAI_TO_KHATIB,1.41078,103.77959,120
MANDAI_TO_KHATIB,1.41077,103.77995,121
MANDAI_TO_KHATIB,1.41077,103.78016,122
MANDAI_TO_KHATIB,1.41077,103.78032,123
MANDAI_TO_KHATIB,1.41084,103.78155,124
MANDAI_TO_KHATIB,1.41087,103.78194,125
MANDAI_TO_KHATIB,1.41088,103.78202,126
MANDAI_TO_KHATIB,1.41088,103.7821,127
MANDAI_TO_KHATIB,1.41089,103.78219,128
MANDAI_TO_KHATIB,1.41092,103.78287,129
MANDAI_TO_KHATIB,1.41092,103.78291,130
MANDAI_TO_KHATIB,1.41093,103.78296,131
MANDAI_TO_KHATIB,1.41095,103.78306,132
MANDAI_TO_KHATIB,1.41096,103.78313,133
MANDAI_TO_KHATIB,1.41099,103.78322,134
MANDAI_TO_KHATIB,1.41101,103.78332,135
MANDAI_TO_KHATIB,1.41104,103.78343,136
MANDAI_TO_KHATIB,1.41106,103.7835,137
MANDAI_TO_KHATIB,1.41108,103.78356,138
MANDAI_TO_KHATIB,1.4111,103.78361,139
MANDAI_TO_KHATIB,1.41111,103.78366,140
MANDAI_TO_KHATIB,1.41112,103.7837,141
MANDAI_TO_KHATIB,1.41115,103.78379,142
MANDAI_TO_KHATIB,1.41121,103.78392,143
MANDAI_TO_KHATIB,1.41127,103.78406,144
MANDAI_TO_KHATIB,1.41134,103.7842,145
MANDAI_TO_KHATIB,1.41144,103.7844,146
MANDAI_TO_KHATIB,1.41152,103.78459,147
MANDAI_TO_KHATIB,1.4116,103.78477,148
MANDAI_TO_KHATIB,1.41171,103.78502,149
MANDAI_TO_KHATIB,1.4119,103.7858,150
MANDAI_TO_KHATIB,1.41198,103.78614,151
MANDAI_TO_KHATIB,1.41207,103.78651,152
MANDAI_TO_KHATIB,1.41215,103.78684,153
MANDAI_TO_KHATIB,1.41223,103.78715,154
MANDAI_TO_KHATIB,1.41233,103.78753,155
MANDAI_TO_KHATIB,1.41241,103.78785,156
MANDAI_TO_KHATIB,1.41248,103.78822,157
MANDAI_TO_KHATIB,1.41252,103.78842,158
MANDAI_TO_KHATIB,1.41258,103.78922,159
MANDAI_TO_KHATIB,1.41259,103.78932,160
MANDAI_TO_KHATIB,1.41261,103.7895,161
MANDAI_TO_KHATIB,1.41262,103.78957,162
MANDAI_TO_KHATIB,1.41264,103.78967,163
MANDAI_TO_KHATIB,1.41268,103.78985,164
MANDAI_TO_KHATIB,1.41273,103.79006,165
MANDAI_TO_KHATIB,1.41298,103.79077,166
MANDAI_TO_KHATIB,1.4132,103.7914,167
MANDAI_TO_KHATIB,1.41326,103.79155,168
MANDAI_TO_KHATIB,1.41332,103.79172,169
MANDAI_TO_KHATIB,1.41418,103.79409,170
MANDAI_TO_KHATIB,1.41419,103.79412,171
MANDAI_TO_KHATIB,1.41424,103.79426,172
MANDAI_TO_KHATIB,1.41435,103.79456,173
MANDAI_TO_KHATIB,1.41456,103.79518,174
MANDAI_TO_KHATIB,1.4147,103.79562,175
MANDAI_TO_KHATIB,1.41493,103.79649,176
MANDAI_TO_KHATIB,1.41495,103.79654,177
MANDAI_TO_KHATIB,1.41498,103.79666,178
MANDAI_TO_KHATIB,1.415,103.79671,179
MANDAI_TO_KHATIB,1.41509,103.79706,180
MANDAI_TO_KHATIB,1.4153,103.79784,181
MANDAI_TO_KHATIB,1.41535,103.79799,182
MANDAI_TO_KHATIB,1.4154,103.7982,183
MANDAI_TO_KHATIB,1.41549,103.79853,184
MANDAI_TO_KHATIB,1.4156,103.79893,185
MANDAI_TO_KHATIB,1.41562,103.79903,186
MANDAI_TO_KHATIB,1.41566,103.79918,187
MANDAI_TO_KHATIB,1.41566,103.79919,188
MANDAI_TO_KHATIB,1.41567,103.79923,189
MANDAI_TO_KHATIB,1.41572,103.79944,190
MANDAI_TO_KHATIB,1.41574,103.79952,191
MANDAI_TO_KHATIB,1.41579,103.79984,192
MANDAI_TO_KHATIB,1.41587,103.80015,193
MANDAI_TO_KHATIB,1.41589,103.80028,194
MANDAI_TO_KHATIB,1.41599,103.80066,195
MANDAI_TO_KHATIB,1.41606,103.80105,196
MANDAI_TO_KHATIB,1.41608,103.80114,197
MANDAI_TO_KHATIB,1.41612,103.80136,198
MANDAI_TO_KHATIB,1.41618,103.8017,199
MANDAI_TO_KHATIB,1.41621,103.80193,200
MANDAI_TO_KHATIB,1.41624,103.80217,201
MANDAI_TO_KHATIB,1.41625,103.80229,202
MANDAI_TO_KHATIB,1.41625,103.80242,203
MANDAI_TO_KHATIB,1.41625,103.8025,204
MANDAI_TO_KHATIB,1.41624,103.80262,205
MANDAI_TO_KHATIB,1.41621,103.80281,206
MANDAI_TO_KHATIB,1.41616,103.80296,207
MANDAI_TO_KHATIB,1.41611,103.80312,208
MANDAI_TO_KHATIB,1.41605,103.80327,209
MANDAI_TO_KHATIB,1.41604,103.80327,210
MANDAI_TO_KHATIB,1.41597,103.80342,211
MANDAI_TO_KHATIB,1.41585,103.80361,212
MANDAI_TO_KHATIB,1.41567,103.80388,213
MANDAI_TO_KHATIB,1.41534,103.80434,214
MANDAI_TO_KHATIB,1.4148,103.80505,215
MANDAI_TO_KHATIB,1.41477,103.80508,216
MANDAI_TO_KHATIB,1.41463,103.80527,217
MANDAI_TO_KHATIB,1.41457,103.80536,218
MANDAI_TO_KHATIB,1.41451,103.80548,219
MANDAI_TO_KHATIB,1.41446,103.80557,220
MANDAI_TO_KHATIB,1.41444,103.8056,221
MANDAI_TO_KHATIB,1.41442,103.80565,222
MANDAI_TO_KHATIB,1.41439,103.80573,223
MANDAI_TO_KHATIB,1.41438,103.80578,224
MANDAI_TO_KHATIB,1.41435,103.80586,225
MANDAI_TO_KHATIB,1.41435,103.80588,226
MANDAI_TO_KHATIB,1.41433,103.80599,227
MANDAI_TO_KHATIB,1.41432,103.80608,228
MANDAI_TO_KHATIB,1.41432,103.80617,229
MANDAI_TO_KHATIB,1.41432,103.80625,230
MANDAI_TO_KHATIB,1.41432,103.80633,231
MANDAI_TO_KHATIB,1.41433,103.80641,232
MANDAI_TO_KHATIB,1.41433,103.80644,233
MANDAI_TO_KHATIB,1.41435,103.80655,234
MANDAI_TO_KHATIB,1.41437,103.80666,235
MANDAI_TO_KHATIB,1.41441,103.80678,236
MANDAI_TO_KHATIB,1.41445,103.80687,237
MANDAI_TO_KHATIB,1.41448,103.80696,238
MANDAI_TO_KHATIB,1.41451,103.80703,239
MANDAI_TO_KHATIB,1.41457,103.80714,240
MANDAI_TO_KHATIB,1.41461,103.80723,241
MANDAI_TO_KHATIB,1.41468,103.80736,242
MANDAI_TO_KHATIB,1.41472,103.80744,243
MANDAI_TO_KHATIB,1.41482,103.80759,244
MANDAI_TO_KHATIB,1.41482,103.8076,245
MANDAI_TO_KHATIB,1.41488,103.8077,246
MANDAI_TO_KHATIB,1.41496,103.80784,247
MANDAI_TO_KHATIB,1.415,103.8079,248
MANDAI_TO_KHATIB,1.41504,103.80797,249
MANDAI_TO_KHATIB,1.41508,103.80804,250
MANDAI_TO_KHATIB,1.41516,103.80825,251
MANDAI_TO_KHATIB,1.41521,103.80833,252
MANDAI_TO_KHATIB,1.41528,103.80852,253
MANDAI_TO_KHATIB,1.41532,103.80865,254
MANDAI_TO_KHATIB,1.41534,103.80872,255
MANDAI_TO_KHATIB,1.41536,103.80883,256
MANDAI_TO_KHATIB,1.41539,103.80896,257
MANDAI_TO_KHATIB,1.41542,103.80914,258
MANDAI_TO_KHATIB,1.41544,103.80928,259
MANDAI_TO_KHATIB,1.41546,103.80938,260
MANDAI_TO_KHATIB,1.41548,103.80954,261
MANDAI_TO_KHATIB,1.41548,103.80967,262
MANDAI_TO_KHATIB,1.41549,103.80977,263
MANDAI_TO_KHATIB,1.41549,103.80996,264
MANDAI_TO_KHATIB,1.41547,103.81021,265
MANDAI_TO_KHATIB,1.41547,103.81024,266
MANDAI_TO_KHATIB,1.41545,103.81044,267
MANDAI_TO_KHATIB,1.41543,103.81056,268
MANDAI_TO_KHATIB,1.4154,103.81069,269
MANDAI_TO_KHATIB,1.41537,103.81086,270
MANDAI_TO_KHATIB,1.41531,103.81106,271
MANDAI_TO_KHATIB,1.41526,103.81122,272
MANDAI_TO_KHATIB,1.4152,103.81138,273
MANDAI_TO_KHATIB,1.41512,103.81157,274
MANDAI_TO_KHATIB,1.41498,103.81187,275
MANDAI_TO_KHATIB,1.41471,103.81246,276
MANDAI_TO_KHATIB,1.41457,103.81279,277
MANDAI_TO_KHATIB,1.41452,103.81291,278
MANDAI_TO_KHATIB,1.41437,103.81326,279
MANDAI_TO_KHATIB,1.41415,103.81375,280
MANDAI_TO_KHATIB,1.41402,103.81405,281
MANDAI_TO_KHATIB,1.41392,103.8143,282
MANDAI_TO_KHATIB,1.41382,103.81462,283
MANDAI_TO_KHATIB,1.41375,103.8149,284
MANDAI_TO_KHATIB,1.41371,103.81508,285
MANDAI_TO_KHATIB,1.41369,103.81516,286
MANDAI_TO_KHATIB,1.41368,103.81526,287
MANDAI_TO_KHATIB,1.41367,103.81534,288
MANDAI_TO_KHATIB,1.41366,103.8155,289
MANDAI_TO_KHATIB,1.41365,103.81575,290
MANDAI_TO_KHATIB,1.41365,103.81595,291
MANDAI_TO_KHATIB,1.41367,103.81627,292
MANDAI_TO_KHATIB,1.41372,103.81665,293
MANDAI_TO_KHATIB,1.41374,103.81682,294
MANDAI_TO_KHATIB,1.41376,103.81697,295
MANDAI_TO_KHATIB,1.41392,103.81782,296
MANDAI_TO_KHATIB,1.41394,103.81796,297
MANDAI_TO_KHATIB,1.41396,103.81804,298
MANDAI_TO_KHATIB,1.41408,103.81871,299
MANDAI_TO_KHATIB,1.4141,103.81885,300
MANDAI_TO_KHATIB,1.41413,103.81902,301
MANDAI_TO_KHATIB,1.41426,103.81978,302
MANDAI_TO_KHATIB,1.41428,103.81994,303
MANDAI_TO_KHATIB,1.4143,103.82015,304
MANDAI_TO_KHATIB,1.41431,103.82038,305
MANDAI_TO_KHATIB,1.41431,103.82053,306
MANDAI_TO_KHATIB,1.4143,103.82076,307
MANDAI_TO_KHATIB,1.41429,103.82092,308
MANDAI_TO_KHATIB,1.41427,103.82111,309
MANDAI_TO_KHATIB,1.41424,103.82132,310
MANDAI_TO_KHATIB,1.41421,103.82149,311
MANDAI_TO_KHATIB,1.41418,103.82161,312
MANDAI_TO_KHATIB,1.41416,103.82168,313
MANDAI_TO_KHATIB,1.41414,103.82177,314
MANDAI_TO_KHATIB,1.41407,103.822,315
MANDAI_TO_KHATIB,1.41402,103.82213,316
MANDAI_TO_KHATIB,1.41395,103.82232,317
MANDAI_TO_KHATIB,1.41379,103.82263,318
MANDAI_TO_KHATIB,1.41358,103.823,319
MANDAI_TO_KHATIB,1.41355,103.82306,320
MANDAI_TO_KHATIB,1.41347,103.82318,321
MANDAI_TO_KHATIB,1.41344,103.82322,322
MANDAI_TO_KHATIB,1.4133,103.82341,323
MANDAI_TO_KHATIB,1.41315,103.82358,324
MANDAI_TO_KHATIB,1.41223,103.8248,325
MANDAI_TO_KHATIB,1.41201,103.82509,326
MANDAI_TO_KHATIB,1.41179,103.82537,327
MANDAI_TO_KHATIB,1.41175,103.82542,328
MANDAI_TO_KHATIB,1.41169,103.82552,329
MANDAI_TO_KHATIB,1.41168,103.82552,330
MANDAI_TO_KHATIB,1.41159,103.82567,331
MANDAI_TO_KHATIB,1.41145,103.82587,332
MANDAI_TO_KHATIB,1.41117,103.8264,333
MANDAI_TO_KHATIB,1.41105,103.82663,334
MANDAI_TO_KHATIB,1.41094,103.82686,335
MANDAI_TO_KHATIB,1.41081,103.82714,336
MANDAI_TO_KHATIB,1.41067,103.82748,337
MANDAI_TO_KHATIB,1.41058,103.82774,338
MANDAI_TO_KHATIB,1.4105,103.82799,339
MANDAI_TO_KHATIB,1.41044,103.82819,340
MANDAI_TO_KHATIB,1.41034,103.82861,341
MANDAI_TO_KHATIB,1.4103,103.82877,342
MANDAI_TO_KHATIB,1.41029,103.82888,343
MANDAI_TO_KHATIB,1.41026,103.82914,344
MANDAI_TO_KHATIB,1.41032,103.82931,345
MANDAI_TO_KHATIB,1.41037,103.82949,346
MANDAI_TO_KHATIB,1.41041,103.8296,347
MANDAI_TO_KHATIB,1.41044,103.82974,348
MANDAI_TO_KHATIB,1.4106,103.82982,349
MANDAI_TO_KHATIB,1.41095,103.83,350
MANDAI_TO_KHATIB,1.41125,103.83016,351
MANDAI_TO_KHATIB,1.41167,103.83039,352
MANDAI_TO_KHATIB,1.41176,103.83045,353
MANDAI_TO_KHATIB,1.41208,103.83063,354
MANDAI_TO_KHATIB,1.41236,103.83077,355
MANDAI_TO_KHATIB,1.41267,103.83092,356
MANDAI_TO_KHATIB,1.41314,103.83116,357
MANDAI_TO_KHATIB,1.41327,103.83122,358
MANDAI_TO_KHATIB,1.4134,103.83128,359
MANDAI_TO_KHATIB,1.41373,103.83143,360
MANDAI_TO_KHATIB,1.41412,103.83164,361
MANDAI_TO_KHATIB,1.41435,103.83176,362
MANDAI_TO_KHATIB,1.41512,103.83217,363
MANDAI_TO_KHATIB,1.41534,103.83227,364
MANDAI_TO_KHATIB,1.41544,103.83232,365
MANDAI_TO_KHATIB,1.41551,103.83235,366
MANDAI_TO_KHATIB,1.4156,103.8324,367
MANDAI_TO_KHATIB,1.41589,103.83254,368
MANDAI_TO_KHATIB,1.41592,103.83255,369
MANDAI_TO_KHATIB,1.41616,103.83266,370
MANDAI_TO_KHATIB,1.41625,103.83271,371
MANDAI_TO_KHATIB,1.41655,103.83285,372
MANDAI_TO_KHATIB,1.41661,103.83289,373
MANDAI_TO_KHATIB,1.41686,103.83301,374
MANDAI_TO_KHATIB,1.41698,103.83307,375
MANDAI_TO_KHATIB,1.41741,103.83329,376
MANDAI_TO_KHATIB,1.417474,103.8333206,377
MANDAI_TO_KHATIB,1.41751798019992,103.833333907863,378
MANDAI_TO_KHATIB,1.417558,103.833248,379
